"PEDIJA ";91100037724582;1.800000
Celer afiliador;76100054019793;3.290000
Desenvolvimento Celer;46100036434447;2.000000
PayScout - PSB BRASIL RS;36100023038162;1.800000
Vin Pag RS;78100001469561;3.250000
FLIP PAY RS;29100025482612;1.800000
FLIP PAY VIP 50 RS;37200025482612;0.000000
Vin Pag;94300001469561;3.290000
NOK NOK;90100054997763;0.000000
